audit_id,user_id,action,resource,record_id,old_value,new_value,requires_approval,approval_status,approved_by,approved_at,ip_address,timestamp,notes
153,14,INSERT,education_records,99,,,False,N/A,,,192.168.5.245,2024-12-28 20:04:12,
154,2,INSERT,home_visitations,1267,,,False,N/A,,,192.168.4.224,2025-01-03 14:14:17,
155,2,INSERT,home_visitations,221,,,False,N/A,,,192.168.1.199,2025-01-05 08:36:30,
156,6,UPDATE,residents,1,"{""case_status"": ""Closed""}","{""case_status"": ""On Hold""}",True,Pending,,,192.168.1.34,2025-01-06 18:55:32,
157,11,INSERT,health_records,270,,,False,N/A,,,192.168.3.241,2025-01-10 09:47:59,
158,1,LOGIN,users,1,,,False,N/A,,,192.168.2.195,2025-01-17 20:45:38,
159,3,LOGIN,users,3,,,False,N/A,,,192.168.2.139,2025-01-18 04:53:10,
160,13,LOGIN,users,13,,,False,N/A,,,192.168.5.178,2025-01-28 13:52:43,
161,6,VIEW,incident_reports,14,,,False,N/A,,,192.168.3.186,2025-01-30 03:05:09,
162,5,LOGIN,users,5,,,False,N/A,,,192.168.5.76,2025-02-04 13:22:16,
163,5,INSERT,education_records,246,,,False,N/A,,,192.168.5.39,2025-02-08 16:15:22,
164,9,LOGIN,users,9,,,False,N/A,,,192.168.2.203,2025-02-11 07:05:52,
165,4,INSERT,incident_reports,33,,,False,N/A,,,192.168.3.108,2025-02-12 12:43:50,
166,10,UPDATE,residents,33,"{""reintegration_status"": ""Completed""}","{""reintegration_status"": ""On Hold""}",True,Approved,16,2025-10-23 10:11:25,192.168.3.72,2025-02-14 21:09:48,
167,16,INSERT,health_records,240,,,False,N/A,,,192.168.3.207,2025-02-27 06:37:05,
168,10,INSERT,education_records,118,,,False,N/A,,,192.168.3.247,2025-03-21 08:47:49,
169,3,INSERT,education_records,346,,,False,N/A,,,192.168.5.188,2025-03-21 21:04:27,
170,8,VIEW,process_recordings,1753,,,False,N/A,,,192.168.5.163,2025-03-24 23:23:58,
171,5,LOGOUT,users,5,,,False,N/A,,,192.168.4.75,2025-03-29 08:22:01,
172,6,INSERT,incident_reports,18,,,False,N/A,,,192.168.5.128,2025-03-30 18:19:52,
173,15,VIEW,process_recordings,1635,,,False,N/A,,,192.168.4.254,2025-04-01 13:11:24,
174,13,LOGOUT,users,13,,,False,N/A,,,192.168.1.111,2025-04-08 03:57:31,
175,3,LOGOUT,users,3,,,False,N/A,,,192.168.1.70,2025-04-15 17:07:01,
176,20,LOGIN,users,20,,,False,N/A,,,192.168.3.74,2025-04-20 08:14:50,
177,4,LOGOUT,users,4,,,False,N/A,,,192.168.3.122,2025-04-21 16:52:51,
178,15,INSERT,health_records,491,,,False,N/A,,,192.168.2.30,2025-04-26 15:25:37,
179,2,VIEW,process_recordings,2769,,,False,N/A,,,192.168.4.109,2025-05-04 14:56:24,
180,3,LOGIN,users,3,,,False,N/A,,,192.168.4.131,2025-05-05 09:35:04,
181,11,LOGIN,users,11,,,False,N/A,,,192.168.3.137,2025-05-05 22:18:27,
182,15,LOGOUT,users,15,,,False,N/A,,,192.168.1.90,2025-05-07 14:03:54,
183,4,LOGIN,users,4,,,False,N/A,,,192.168.5.61,2025-05-16 15:49:22,
184,14,INSERT,home_visitations,277,,,False,N/A,,,192.168.2.152,2025-05-18 13:07:40,
185,2,INSERT,health_records,169,,,False,N/A,,,192.168.2.213,2025-05-20 03:14:11,
186,5,UPDATE,intervention_plans,151,"{""status"": ""Completed""}","{""status"": ""On Hold""}",True,Pending,,,192.168.2.211,2025-05-28 06:43:54,
187,3,UPDATE,residents,22,"{""reintegration_status"": ""In Progress""}","{""reintegration_status"": ""On Hold""}",True,Approved,16,2025-08-06 00:57:15,192.168.1.227,2025-06-11 11:23:01,
188,1,UPDATE,residents,59,"{""reintegration_status"": ""Completed""}","{""reintegration_status"": ""On Hold""}",True,Approved,16,2025-11-15 17:14:06,192.168.4.231,2025-06-12 08:52:12,
189,17,LOGOUT,users,17,,,False,N/A,,,192.168.5.107,2025-06-14 15:37:24,
190,4,INSERT,health_records,342,,,False,N/A,,,192.168.4.153,2025-06-15 08:38:44,
191,8,LOGIN,users,8,,,False,N/A,,,192.168.4.241,2025-06-15 23:28:23,
192,1,LOGOUT,users,1,,,False,N/A,,,192.168.4.111,2025-06-23 12:46:08,
193,17,LOGOUT,users,17,,,False,N/A,,,192.168.4.23,2025-06-24 11:50:38,
194,13,INSERT,home_visitations,826,,,False,N/A,,,192.168.2.11,2025-06-27 14:19:46,
195,7,LOGOUT,users,7,,,False,N/A,,,192.168.1.241,2025-06-29 16:42:17,
196,18,INSERT,education_records,158,,,False,N/A,,,192.168.5.224,2025-06-30 10:39:47,
197,11,VIEW,process_recordings,1330,,,False,N/A,,,192.168.1.112,2025-07-08 23:44:33,
198,11,INSERT,education_records,317,,,False,N/A,,,192.168.2.163,2025-07-11 07:21:39,
199,16,VIEW,process_recordings,2354,,,False,N/A,,,192.168.5.82,2025-07-18 06:38:26,
200,16,LOGOUT,users,16,,,False,N/A,,,192.168.1.121,2025-07-18 08:55:02,
201,14,INSERT,home_visitations,895,,,False,N/A,,,192.168.2.3,2025-07-19 21:02:16,
202,2,INSERT,health_records,28,,,False,N/A,,,192.168.5.64,2025-07-21 19:36:10,
203,12,INSERT,incident_reports,26,,,False,N/A,,,192.168.2.84,2025-07-25 08:09:29,
204,19,LOGOUT,users,19,,,False,N/A,,,192.168.5.15,2025-07-29 00:30:18,
205,13,UPDATE,residents,38,"{""case_status"": ""On Hold""}","{""case_status"": ""Closed""}",True,Approved,16,2025-08-17 03:56:43,192.168.1.9,2025-08-16 18:17:25,
206,8,INSERT,process_recordings,1266,,,False,N/A,,,192.168.1.136,2025-08-17 11:41:42,
207,10,VIEW,process_recordings,2466,,,False,N/A,,,192.168.3.22,2025-08-22 16:53:39,
208,11,VIEW,process_recordings,55,,,False,N/A,,,192.168.5.161,2025-09-01 01:32:38,
209,2,LOGIN,users,2,,,False,N/A,,,192.168.1.191,2025-09-09 12:13:39,
210,19,LOGIN,users,19,,,False,N/A,,,192.168.4.60,2025-09-10 09:53:29,
211,7,UPDATE,intervention_plans,119,"{""status"": ""Completed""}","{""status"": ""In Progress""}",True,Approved,16,2025-11-20 16:29:47,192.168.4.215,2025-09-12 21:03:45,
212,13,INSERT,process_recordings,1271,,,False,N/A,,,192.168.2.172,2025-09-22 05:58:54,
213,17,LOGOUT,users,17,,,False,N/A,,,192.168.2.66,2025-09-25 07:41:53,
214,11,LOGIN,users,11,,,False,N/A,,,192.168.4.49,2025-09-27 19:48:35,
215,20,LOGOUT,users,20,,,False,N/A,,,192.168.3.165,2025-10-02 12:45:01,
216,13,LOGIN,users,13,,,False,N/A,,,192.168.4.217,2025-10-06 16:12:39,
217,6,VIEW,process_recordings,367,,,False,N/A,,,192.168.1.183,2025-10-12 08:37:15,
218,16,LOGOUT,users,16,,,False,N/A,,,192.168.1.38,2025-10-13 18:13:22,
219,16,FAILED_LOGIN,users,16,,,False,N/A,,,192.168.5.101,2025-10-15 05:47:09,
220,6,INSERT,home_visitations,266,,,False,N/A,,,192.168.4.32,2025-10-16 06:45:47,
221,11,INSERT,education_records,178,,,False,N/A,,,192.168.1.143,2025-10-19 09:18:34,
222,18,LOGOUT,users,18,,,False,N/A,,,192.168.3.237,2025-10-20 07:05:13,
223,19,LOGIN,users,19,,,False,N/A,,,192.168.5.201,2025-10-21 05:28:18,
224,9,UPDATE,residents,59,"{""reintegration_status"": ""On Hold""}","{""reintegration_status"": ""In Progress""}",True,Approved,16,2026-03-06 17:13:43,192.168.3.217,2025-10-21 17:30:29,
225,3,INSERT,incident_reports,48,,,False,N/A,,,192.168.3.234,2025-10-22 11:10:31,
226,13,INSERT,process_recordings,1989,,,False,N/A,,,192.168.1.111,2025-10-23 08:23:11,
227,5,LOGOUT,users,5,,,False,N/A,,,192.168.5.1,2025-10-24 00:21:41,
228,15,VIEW,process_recordings,1560,,,False,N/A,,,192.168.5.187,2025-10-24 03:24:43,
229,8,UPDATE,residents,35,"{""case_status"": ""On Hold""}","{""case_status"": ""Closed""}",True,Pending,,,192.168.5.9,2025-11-09 00:47:45,
230,8,INSERT,incident_reports,74,,,False,N/A,,,192.168.2.77,2025-11-14 16:29:20,
231,4,VIEW,incident_reports,98,,,False,N/A,,,192.168.3.102,2025-11-17 16:18:51,
232,1,INSERT,process_recordings,1163,,,False,N/A,,,192.168.4.82,2025-11-18 06:26:57,
233,15,UPDATE,residents,6,"{""current_risk_level"": ""Critical""}","{""current_risk_level"": ""High""}",True,Approved,16,2026-02-19 19:20:29,192.168.1.70,2025-11-23 15:26:31,
234,15,INSERT,education_records,253,,,False,N/A,,,192.168.5.70,2025-11-24 14:26:40,
235,8,INSERT,home_visitations,804,,,False,N/A,,,192.168.3.118,2025-11-25 01:30:12,
236,12,INSERT,incident_reports,48,,,False,N/A,,,192.168.2.27,2025-11-27 05:50:20,
237,17,INSERT,home_visitations,1205,,,False,N/A,,,192.168.1.108,2025-11-29 18:02:35,
238,17,LOGOUT,users,17,,,False,N/A,,,192.168.4.15,2025-12-05 04:41:51,
239,3,VIEW,incident_reports,34,,,False,N/A,,,192.168.4.22,2025-12-06 04:01:46,
240,18,INSERT,incident_reports,30,,,False,N/A,,,192.168.1.240,2025-12-06 14:03:31,
241,10,INSERT,process_recordings,1220,,,False,N/A,,,192.168.1.79,2025-12-08 13:42:25,
242,9,UPDATE,residents,9,"{""case_status"": ""Closed""}","{""case_status"": ""On Hold""}",True,Approved,15,2026-02-05 13:20:59,192.168.4.44,2025-12-09 18:45:55,
243,10,LOGIN,users,10,,,False,N/A,,,192.168.1.123,2025-12-17 04:33:00,
244,12,LOGOUT,users,12,,,False,N/A,,,192.168.1.55,2025-12-17 06:00:32,
245,3,UPDATE,residents,14,"{""reintegration_status"": ""On Hold""}","{""reintegration_status"": ""In Progress""}",True,Approved,15,2025-12-28 06:59:00,192.168.2.120,2025-12-24 03:51:30,
246,6,UPDATE,residents,2,"{""reintegration_status"": ""On Hold""}","{""reintegration_status"": ""In Progress""}",True,Approved,16,2026-03-04 15:19:56,192.168.3.65,2025-12-25 12:58:13,
247,17,INSERT,health_records,237,,,False,N/A,,,192.168.5.226,2025-12-26 15:24:34,
248,1,UPDATE,residents,48,"{""reintegration_status"": ""On Hold""}","{""reintegration_status"": ""In Progress""}",True,Pending,,,192.168.4.222,2025-12-29 12:40:41,
249,8,VIEW,incident_reports,69,,,False,N/A,,,192.168.4.238,2025-12-30 21:40:54,
250,16,INSERT,education_records,191,,,False,N/A,,,192.168.1.204,2026-01-02 18:29:04,
251,18,LOGIN,users,18,,,False,N/A,,,192.168.2.191,2026-01-03 21:36:19,
252,8,INSERT,education_records,443,,,False,N/A,,,192.168.4.98,2026-01-09 03:01:33,
